step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
47,DEBIT,13179.358692536798,C983581380,196484.85241218135,183305.49371964455,C241683930,181225.90398323088,194405.26267576768,0,0
35,CASH_OUT,24281.47115847389,C934184343,16908.79845828786,0.0,C583868302,616117.9724175514,640399.4435760253,0,0
78,CASH_OUT,1418.66885693063,C364927578,18921.67816091423,17503.0093039836,C876426810,184400.14080621133,185818.80966314196,0,0
81,DEBIT,4318.198908244743,C484422703,71833.92005338613,67515.72114514139,C897802929,464276.4892285564,468594.6881368011,0,0
36,PAYMENT,4840.346909943103,C348218013,148228.2873923623,143387.94048241922,M315427976,56222.44405513668,61062.79096507978,0,0
50,TRANSFER,26809.726819727246,C505882382,24728.171646299736,0.0,C381901337,164538.57289325952,191348.29971298677,0,0
4,CASH_OUT,4203.165167813864,C267530926,6290.968261241835,2087.8030934279705,C708755970,156748.30716226963,160951.4723300835,0,0
2,TRANSFER,17052.472026260075,C639736442,78863.27842318904,61810.806396928965,C651355235,910365.8904686883,927418.3624949484,0,0
6,CASH_IN,4857.644176199476,C788960382,117634.82796908631,112777.18379288683,C825641774,45758.47352537863,50616.1177015781,0,0
54,PAYMENT,39565.75054446689,C203038817,28019.74737951078,0.0,M453316413,30395.734354487853,69961.48489895475,0,0
4,CASH_IN,57020.29765069135,C696084634,134618.092252856,77597.79460216465,C759863507,189181.02711195275,246201.3247626441,0,0
54,CASH_IN,14626.689158139263,C121976147,300869.15827264066,286242.4691145014,C417071955,50641.22299245173,65267.91215059099,0,0
93,CASH_IN,8696.827388738842,C434790847,14742.685197331364,6045.857808592522,C479049604,203861.54672490933,212558.37411364817,0,0
63,PAYMENT,5342.970727818617,C996319528,71545.22295328788,66202.25222546927,M900911695,718634.5143798353,723977.485107654,0,0
18,PAYMENT,1031.2559248340758,C842471519,5852.1407721793885,4820.884847345313,M686868798,585637.138972728,586668.3948975621,0,0
90,DEBIT,6263.163253761085,C840435779,23150.466726737588,16887.303472976502,C389550104,52559.658136087965,58822.82138984905,0,0
44,TRANSFER,21249.963622844134,C827914244,9411.218649213693,0.0,C305975595,37482.019869855816,58731.98349269995,0,0
34,TRANSFER,15264.958934514838,C173665913,51752.57245292075,36487.61351840591,C767920536,164532.43265648908,179797.39159100392,0,0
74,DEBIT,57672.819444142944,C591692167,171943.01958236928,114270.20013822633,C884248733,176753.7155338313,234426.53497797425,0,0
62,DEBIT,10102.80460601282,C401307669,86069.15411674793,75966.3495107351,C417091597,217089.902696705,227192.7073027178,0,0
14,CASH_IN,23684.473660499683,C871698793,25178.07562075709,1493.6019602574052,C600740949,270564.8966168392,294249.3702773389,0,0
95,DEBIT,13450.349761544056,C657478406,4093.72585542769,0.0,C293953245,183737.37540367976,197187.72516522382,0,0
48,CASH_OUT,14382.4268224804,C534734997,80608.78985783173,66226.36303535133,C443232786,23701.08514037496,38083.51196285536,0,0
15,TRANSFER,6243.329983145527,C560421933,14248.186023955153,8004.856040809626,C784502373,312280.0544293296,318523.3844124751,0,0
72,DEBIT,12147.583413523827,C374359837,41966.65134441729,29819.067930893463,C102380201,16571.38943367145,28718.972847195277,0,0
78,CASH_OUT,12737.209936541503,C637104509,71374.23300026113,58637.02306371962,C726744851,4039.0488603372532,16776.258796878756,0,0
87,CASH_OUT,24537.26702691832,C891174500,234062.4874857653,209525.22045884698,C565228258,293638.1943055522,318175.4613324705,0,0
62,CASH_OUT,56492.693328239846,C153207428,8536.545272684669,0.0,C977191381,158972.83479858967,215465.5281268295,0,0
40,CASH_OUT,7999.301213429252,C828661570,110445.20839287211,102445.90717944286,C581675342,239857.70427041376,247857.005483843,0,0
85,CASH_IN,872.3356060082277,C741648150,1418.13674379574,545.8011377875122,C815890826,96495.3631488256,97367.69875483384,0,0
80,CASH_OUT,13725.294977825883,C908203964,99400.51480988416,85675.21983205828,C109925557,2230.894800472314,15956.189778298196,0,0
82,CASH_IN,15735.493497688673,C135668996,80191.90400862152,64456.41051093285,C637628536,80398.8325023538,96134.32600004248,0,0
53,CASH_IN,3699.049739442266,C774199446,167060.4100099335,163361.36027049122,C232317847,187367.6961316856,191066.74587112787,0,0
24,CASH_OUT,28591.081826429767,C718422353,75856.60311847275,47265.52129204298,C626994192,51159.96981519203,79751.0516416218,0,0
26,TRANSFER,83909.80213890305,C880408344,43481.65784213409,0.0,C774674843,232825.03038964802,316734.83252855105,0,0
89,CASH_OUT,58302.160068878446,C680271508,27806.297972349013,0.0,C762381617,316365.5314677986,374667.691536677,0,0
60,CASH_OUT,4400.652541695265,C702684929,8910.419280034965,4509.766738339699,C746713822,121125.08616723288,125525.73870892814,0,0
41,TRANSFER,912989.0342922055,C135221781,76488.52616098948,0.0,C558578147,417045.727845347,458702.7616706781,1,1
29,TRANSFER,24391.298147640402,C475237447,219213.48916262717,194822.19101498678,C555864246,385951.4528307422,410342.7509783826,0,0
15,PAYMENT,12107.10648093844,C707569750,72307.97101775868,60200.86453682024,M862240456,420841.8739983751,432948.9804793135,0,0
45,PAYMENT,15567.158418699892,C963176927,134362.90392409125,118795.74550539136,M293943700,216372.88368890504,231940.04210760494,0,0
65,CASH_IN,37899.16061828538,C393078599,35444.16370797078,0.0,C899495225,72707.97638035937,110607.13699864474,0,0
89,CASH_IN,13093.720007739967,C272117059,59444.43257999097,46350.712572251,C595214753,131267.13589637383,144360.8559041138,0,0
71,TRANSFER,9352.790505565266,C197041727,39245.49140770548,29892.700902140212,C521026654,247927.35371815087,257280.14422371614,0,0
9,DEBIT,13604.650930018293,C244753245,11570.956206352863,0.0,C638011100,47287.214663045066,60891.86559306336,0,0
88,PAYMENT,17318.616319294684,C436328722,53954.854442392134,36636.23812309745,M831434090,268527.0939872544,285845.7103065491,0,0
1,CASH_IN,4201.659602051773,C583644031,144514.12992608303,140312.47032403125,C718730922,158853.8347773753,163055.49437942708,0,0
8,PAYMENT,46244.07690802076,C961629782,50248.54987381563,4004.47296579487,M955298442,20189.04222502695,66433.11913304772,0,0
88,TRANSFER,22438.63049551124,C796061521,105033.43191287186,82594.80141736062,C270283808,162966.41084917492,185405.04134468615,0,0
63,TRANSFER,20072.528886100805,C764139517,142136.41150886976,122063.88262276896,C256467385,13822.033861603655,33894.56274770446,0,0
11,DEBIT,2106.018471410161,C935927988,38969.44618875339,36863.42771734323,C474624813,2882.1242144350663,4988.142685845227,0,0
81,DEBIT,18545.608040608302,C310704092,159708.7294306726,141163.1213900643,C942440320,440779.16195421055,459324.76999481884,0,0
8,TRANSFER,2588.5125888221287,C585234006,41388.906567107406,38800.393978285276,C751587476,134636.01594805333,137224.52853687547,0,0
35,CASH_IN,1649.3407894915945,C544975200,29585.815297177804,27936.47450768621,C704209981,156741.18150095086,158390.52229044246,0,0
35,PAYMENT,14996.347825053743,C652276142,25160.239971766972,10163.89214671323,M505302711,65683.52848308993,80679.87630814368,0,0
33,CASH_OUT,10319.579812949412,C668638801,22302.37406478434,11982.794251834928,C523079168,156502.68865955743,166822.26847250684,0,0
5,DEBIT,17784.010824278856,C492621749,133607.31178647678,115823.30096219793,C736595476,36993.496951147274,54777.50777542613,0,0
41,CASH_OUT,1879.1256838839508,C987185323,218488.43812321156,216609.3124393276,C456472597,273805.4969775022,275684.62266138615,0,0
28,TRANSFER,998601.6039155656,C865511008,26220.729322899657,0.0,C712051381,346716.03046181134,358002.93203728716,1,1
7,DEBIT,3852.2679768373678,C497708678,8909.386873967389,5057.118897130022,C948835075,387415.9423632254,391268.21034006274,0,0
73,CASH_OUT,87020.6925684185,C909548914,37653.802422531044,0.0,C719689536,22555.97588955462,109576.66845797311,0,0
72,CASH_IN,16481.96188033063,C553443931,107249.79718262117,90767.83530229054,C921998514,163177.97917903503,179659.94105936566,0,0
12,PAYMENT,23268.975704495922,C447193344,45968.915436606396,22699.939732110473,M515565001,330835.775473652,354104.7511781479,0,0
34,CASH_IN,7883.249105458251,C908943678,79667.94556046202,71784.69645500377,C425711422,27442.830438989407,35326.07954444766,0,0
33,DEBIT,2000.637698629757,C782100471,136376.98168000235,134376.3439813726,C252908531,20965.99976448243,22966.637463112187,0,0
48,TRANSFER,74496.703112442,C102125542,52505.73006265042,0.0,C923541539,339590.4458399001,414087.1489523421,0,0
23,PAYMENT,6754.703542455456,C927990241,809464.60528111,802709.9017386546,M745860124,318649.96871422883,325404.6722566843,0,0
62,CASH_OUT,11036.293237419035,C285670054,35374.95987015118,24338.666632732144,C379911603,119092.7409280475,130129.03416546652,0,0
88,DEBIT,20998.668098488437,C959063314,382806.5748346668,361807.9067361784,C639004828,23241.867906700754,44240.53600518919,0,0
37,TRANSFER,510.1478451311342,C744904990,22693.782200523976,22183.634355392842,C525159278,145184.97238233552,145695.12022746666,0,0
99,CASH_IN,33251.919650646334,C786041720,11758.12671853365,0.0,C710464430,100440.3169195774,133692.23657022373,0,0
44,TRANSFER,15392.352059653424,C529486103,138962.2393257991,123569.88726614568,C451512026,146189.51188744442,161581.86394709785,0,0
86,DEBIT,6530.619969147267,C416013380,121170.14490115328,114639.52493200601,C393910479,115926.27470425487,122456.89467340214,0,0
91,DEBIT,1281.7498231056104,C511745238,166690.4682741712,165408.7184510656,C670245987,168104.23440163574,169385.98422474135,0,0
35,TRANSFER,3556.642466277783,C491709906,42097.03277539949,38540.39030912171,C666324160,259751.75122210552,263308.3936883833,0,0
65,CASH_IN,45092.34892197093,C939092160,267086.5027287579,221994.15380678698,C644386500,298206.4840206891,343298.83294266,0,0
99,TRANSFER,23178.78884684917,C795431328,12724.425913097984,0.0,C760730856,209383.66790624982,232562.456753099,0,0
47,DEBIT,5761.020864380112,C592692734,3074.491977196497,0.0,C788766355,44364.03922860829,50125.0600929884,0,0
78,DEBIT,1367.0297111374325,C388053361,35748.08187285706,34381.05216171963,C426801348,101208.4251265545,102575.45483769194,0,0
3,CASH_OUT,382071.52988204063,C366430967,159614.8920524603,0.0,C303961251,14777.54393298725,38250.940586021214,1,1
1,CASH_OUT,17001.703364144265,C745564320,111774.10033517765,94772.39697103338,C544966876,120176.9564964674,137178.65986061166,0,0
5,PAYMENT,10377.73354775959,C769664927,57307.12453371433,46929.390985954735,M523190767,703587.2284454692,713964.9619932288,0,0
90,DEBIT,9048.91946473383,C615785658,29605.51815550598,20556.59869077215,C878354401,205294.07238384726,214342.9918485811,0,0
14,CASH_OUT,151473.07304324192,C271576539,6110.207171847748,0.0,C891729337,33592.03884084447,38489.74715334247,1,0
27,TRANSFER,22159.70614678339,C124322404,41174.314145528246,19014.607998744857,C531054895,62552.845852881976,84712.55199966536,0,0
9,CASH_IN,70591.54312624833,C375888296,61622.27470471079,0.0,C465858769,13350.572073494804,83942.11519974313,0,0
79,TRANSFER,3874.784666587195,C322408203,116162.82513142035,112288.04046483316,C390655617,40279.80972208656,44154.59438867375,0,0
15,CASH_IN,18192.162772098232,C933455048,103837.9145671197,85645.75179502147,C469192143,133824.28233609634,152016.44510819457,0,0
90,CASH_OUT,11049.378944872604,C813605361,294399.22346773016,283349.8445228576,C282764768,84580.16047749738,95629.53942236998,0,0
42,PAYMENT,11846.69091337455,C770657910,10580.052250537732,0.0,M953525647,45621.75083877921,57468.44175215376,0,0
77,TRANSFER,5874.542494286672,C780595594,40998.549399368436,35124.00690508176,C924479138,31705.009853833722,37579.55234812039,0,0
51,TRANSFER,34884.8064055947,C550652256,65696.58546235388,30811.779056759173,C796990830,213464.0756760603,248348.88208165503,0,0
63,TRANSFER,13291.696405156366,C111508917,111077.33166901664,97785.63526386027,C260612157,163335.4091234418,176627.10552859816,0,0
96,CASH_IN,15689.2072374471,C302126392,68409.16884534078,52719.96160789368,C153326698,369844.2177967101,385533.4250341572,0,0
52,CASH_OUT,7279.989644235661,C431535401,243907.20713104992,236627.21748681425,C224405609,40485.15233817163,47765.141982407295,0,0
96,TRANSFER,4023.176404734232,C980589665,93821.00791217099,89797.83150743676,C835653328,376755.82086880575,380778.99727354,0,0
4,TRANSFER,1806.5333758433812,C259432390,4047.3523671623707,2240.8189913189894,C267430275,172507.89910640888,174314.43248225225,0,0
94,PAYMENT,25053.602632299822,C716662017,12065.010697965015,0.0,M478712688,61910.07512009008,86963.67775238989,0,0
23,PAYMENT,4378.948948022618,C362664146,140037.52794974385,135658.57900172123,M192940210,63917.988929285144,68296.93787730776,0,0
15,CASH_OUT,23438.521781591546,C201518623,125803.37720193932,102364.85542034777,C227103576,98984.02134558003,122422.54312717158,0,0
43,CASH_OUT,9908.272739634476,C272725385,16664.153556726324,6755.880817091847,C662407757,123284.35071972923,133192.6234593637,0,0
29,DEBIT,10759.375114808397,C724023144,6071.507828976846,0.0,C131377303,17221.648203264882,27981.02331807328,0,0
36,PAYMENT,12676.551624294743,C242926553,86445.24926656965,73768.6976422749,M776605002,369030.99307525024,381707.54469954496,0,0
13,DEBIT,9178.095396959194,C206634461,100988.417418942,91810.3220219828,C469841944,25917.224364157322,35095.319761116516,0,0
32,CASH_IN,2130.9923322803497,C880384586,14537.223381014466,12406.231048734116,C240598790,132120.44903932625,134251.4413716066,0,0
71,DEBIT,7420.60430035592,C475077480,64173.06037495339,56752.456074597474,C825896816,96566.95409757523,103987.55839793115,0,0
59,TRANSFER,21807.076764005877,C108614291,36504.05945034976,14696.982686343887,C614050825,143605.66675249275,165412.74351649862,0,0
86,DEBIT,21929.3797933938,C671689467,267808.8261251276,245879.4463317338,C317331312,436929.3331146235,458858.7129080173,0,0
28,CASH_OUT,6753.730435962688,C428447891,24743.59920766833,17989.868771705642,C712081886,903584.6647074154,910338.3951433781,0,0
66,CASH_IN,12337.524133327093,C315663742,132148.3599180583,119810.8357847312,C679274450,4095.9313130392097,16433.455446366304,0,0
42,TRANSFER,4309.719004366878,C434249224,73008.90320482517,68699.18420045829,C329318789,99924.20333729584,104233.92234166272,0,0
45,DEBIT,4733.868674992642,C566814663,1158.7893072899299,0.0,C185962459,340322.1876601115,345056.05633510416,0,0
62,CASH_IN,476.33650074005106,C755639566,72773.56920266568,72297.23270192562,C719712902,79084.00989152465,79560.3463922647,0,0
57,CASH_IN,45421.37265524326,C736131553,10477.418749234197,0.0,C299573605,209414.42522455947,254835.79787980273,0,0
6,CASH_OUT,391121.84704798,C446102743,107605.52107837402,0.0,C824252664,972250.1448242388,976992.4897560267,1,1
28,DEBIT,5173.342496225404,C364342368,83361.34908215466,78188.00658592925,C493858699,208127.9049626004,213301.24745882582,0,0
28,CASH_IN,6569.01308724793,C552901992,1048.197175596147,0.0,C215919345,23574.66791196715,30143.68099921508,0,0
44,CASH_IN,2735.7453700414517,C832680936,22902.686106947538,20166.940736906086,C468106174,370215.23446497147,372950.9798350129,0,0
84,PAYMENT,20402.11588360606,C235522796,149711.4432498306,129309.32736622453,M347573473,680184.1077525152,700586.2236361213,0,0
30,CASH_IN,1572.3219477726373,C164434494,32264.98672620359,30692.664778430953,C696475416,249312.3421296115,250884.66407738414,0,0
62,PAYMENT,2892.082927758412,C490365159,69171.50089336022,66279.41796560181,M904284368,108624.34808677572,111516.43101453413,0,0
75,DEBIT,20709.048939818567,C978150874,37396.44271106814,16687.393771249575,C919119028,592847.4009335068,613556.4498733253,0,0
92,DEBIT,8310.027294625723,C315366932,254499.88324439595,246189.85594977022,C470517536,692011.3085031023,700321.335797728,0,0
89,DEBIT,24626.456339871886,C527254532,76911.5073443322,52285.051004460314,C799481430,547033.135551645,571659.5918915168,0,0
62,CASH_OUT,16312.89520904232,C729679996,119129.85130812779,102816.95609908547,C955528264,106144.11184991541,122457.00705895774,0,0
97,DEBIT,5924.854059400115,C965279906,8716.713969867396,2791.859910467281,C208129213,311851.3375037352,317776.1915631353,0,0
1,CASH_IN,21053.809994262047,C615411284,4117.204279328717,0.0,C424600001,212367.00340805267,233420.81340231473,0,0
27,TRANSFER,2482.157147396446,C391785155,30006.265667028194,27524.108519631747,C463946725,39618.65563244616,42100.81277984261,0,0
62,PAYMENT,15385.111288048893,C249466480,36980.981889731134,21595.87060168224,M166706568,153365.160471242,168750.2717592909,0,0
77,CASH_OUT,11504.774989460167,C810063023,116372.87085326742,104868.09586380725,C242307138,275420.15766649455,286924.93265595473,0,0
3,DEBIT,6246.041577257369,C794729551,84195.00252447982,77948.96094722245,C170208399,452504.2470107372,458750.2885879946,0,0
70,DEBIT,18537.073767231792,C896269560,46933.12264551453,28396.048878282738,C178934488,396969.40780998155,415506.48157721333,0,0
72,TRANSFER,41020.64422389638,C103987422,106165.61112318771,65144.966899291336,C881052119,33602.91829518645,74623.56251908283,0,0
27,TRANSFER,136344.53528651135,C608972505,17860.735977490145,0.0,C552275548,133899.11811847906,270243.65340499044,0,0
9,CASH_OUT,18727.768809266796,C374547901,6559.475322335879,0.0,C429010027,130120.48787698534,148848.25668625213,0,0
62,PAYMENT,10383.993334364599,C591400051,192761.41917335792,182377.4258389933,M478858678,458006.9594869816,468390.95282134623,0,0
37,DEBIT,5113.19022850928,C930107333,82998.94842495535,77885.75819644607,C984362407,387.83762948423,5501.02785799351,0,0
97,CASH_OUT,5953.771377322215,C217248864,104724.05272258296,98770.28134526074,C473968665,268427.58330996096,274381.35468728316,0,0
51,CASH_IN,13067.577947141228,C636511252,36707.49090866367,23639.91296152244,C717029669,192803.08895447478,205870.666901616,0,0
44,CASH_IN,9164.473194049071,C747972687,46514.339173832275,37349.86597978321,C234309538,509113.5110527796,518277.9842468287,0,0
24,CASH_OUT,49035.07182867161,C163238638,8595.823772057867,0.0,C197358294,122098.7522594102,171133.8240880818,0,0
79,DEBIT,9196.670125332103,C370349350,194482.8049348851,185286.13480955298,C753334979,214397.33342614694,223594.00355147905,0,0
59,CASH_OUT,9360.361333000837,C418523369,89756.57685760864,80396.2155246078,C114512058,720518.5576908042,729878.9190238051,0,0
32,DEBIT,9685.058783679253,C493140344,8733.25156545212,0.0,C709392105,272440.3958070719,282125.45459075115,0,0
96,TRANSFER,36243.55581333223,C103243899,163234.63162626172,126991.07581292948,C459958263,13952.342135707415,50195.897949039645,0,0
88,CASH_OUT,21051.54020240738,C141879950,58719.450539372694,37667.91033696532,C195201198,36672.471881668454,57724.01208407583,0,0
52,DEBIT,19057.10882559354,C321149121,144860.11351839942,125803.00469280587,C722944358,344578.5564553252,363635.66528091877,0,0
62,CASH_OUT,8143.6075965517675,C985215959,1270.0168904710024,0.0,C817575878,81532.16567981779,89675.77327636955,0,0
58,CASH_OUT,34074.44459075318,C966434871,2916.076934843384,0.0,C375814087,244779.4030094431,278853.84760019626,0,0
52,DEBIT,792.3826824506982,C983171888,18727.334723533728,17934.95204108303,C650857874,240677.08426970497,241469.46695215566,0,0
12,DEBIT,40937.43603890424,C167750491,23688.32047178075,0.0,C624834881,1013457.745305724,1054395.1813446283,0,0
39,PAYMENT,14389.554698762191,C124523904,144373.50608181502,129983.95138305283,M961858734,126927.63143671368,141317.18613547587,0,0
2,CASH_OUT,10168.271852393527,C417763392,122653.94055376289,112485.66870136936,C152129984,267754.2268875181,277922.4987399116,0,0
3,CASH_IN,13759.954604677665,C964731675,95734.22296288572,81974.26835820805,C438275625,9996.278910620984,23756.23351529865,0,0
56,CASH_OUT,22027.228152850817,C653195875,216159.6915650983,194132.46341224748,C828689141,124199.17482888924,146226.40298174007,0,0
81,CASH_OUT,266.9520936724482,C995570579,28388.765856235594,28121.813762563146,C719357836,41326.50846765251,41593.46056132496,0,0
59,DEBIT,41054.60016600458,C881138351,234763.37563121045,193708.77546520586,C691859305,367232.01149819425,408286.6116641988,0,0
2,CASH_OUT,11848.527344374292,C146421831,240208.5802734124,228360.05292903812,C822378155,366401.7405815129,378250.2679258872,0,0
2,CASH_OUT,8410.406048705981,C276385088,56962.02463837447,48551.618589668484,C835238807,53932.91881284622,62343.3248615522,0,0
